,carat,cut,color,clarity,depth,table,price,x,y,z
20311,1.06,Ideal,G,VVS2,60.3,57.0,8726,6.61,6.68,4.01
589,0.82,Very Good,H,SI1,60.7,56.0,2836,6.04,6.06,3.67
5603,0.9,Ideal,D,SI2,62.3,57.0,3871,6.17,6.23,3.86
32425,0.35,Very Good,D,VS1,63.9,55.0,792,4.49,4.53,2.88
4922,1.1,Premium,J,SI2,59.6,59.0,3726,6.74,6.72,4.01
5569,1.04,Premium,I,SI2,62.1,59.0,3861,6.46,6.52,4.03
4000,0.53,Ideal,D,IF,61.5,54.0,3517,5.27,5.21,3.22
7492,1.01,Ideal,F,SI2,60.6,57.0,4239,6.49,6.55,3.95
39863,0.55,Ideal,J,SI1,61.0,56.0,1101,5.31,5.34,3.25
44285,0.52,Premium,H,VS1,61.4,57.0,1577,5.27,5.16,3.2
969,0.82,Very Good,G,SI2,62.5,56.0,2893,5.99,6.04,3.76
4705,0.75,Ideal,D,VS2,61.1,55.0,3679,5.87,5.89,3.6
49577,0.55,Ideal,G,VS1,62.2,54.0,2132,5.27,5.24,3.27
33669,0.38,Ideal,I,VVS2,62.0,55.0,836,4.65,4.67,2.89
49708,0.71,Premium,G,SI2,60.6,59.0,2147,5.78,5.74,3.49
48963,0.34,Premium,H,VS2,59.0,59.0,537,4.55,4.61,2.7
42599,0.5,Good,E,SI1,58.5,59.0,1331,5.2,5.23,3.05
29155,0.3,Ideal,H,VS1,61.5,57.0,693,4.27,4.31,2.64
10379,1.13,Ideal,F,SI2,62.3,57.0,4778,6.67,6.61,4.14
29125,0.4,Ideal,D,SI1,60.6,57.0,690,4.75,4.82,2.9
6239,1.06,Premium,I,SI2,58.4,58.0,4007,6.7,6.65,3.9
31579,0.35,Ideal,E,VS2,61.6,56.0,767,4.52,4.54,2.79
51942,0.7,Good,F,VS1,63.7,57.0,2441,5.55,5.62,3.56
40314,0.4,Premium,E,VS1,61.2,59.0,1125,4.76,4.72,2.9
25167,2.15,Premium,J,SI1,62.4,60.0,13746,8.24,8.18,5.12
48289,0.52,Ideal,G,VVS2,61.6,55.0,1957,5.14,5.18,3.19
129,0.91,Fair,H,SI2,65.7,60.0,2763,6.03,5.99,3.95
41084,0.41,Ideal,F,VVS2,61.4,56.0,1192,4.81,4.76,2.94
16394,1.05,Very Good,F,VS2,62.0,56.0,6545,6.48,6.52,4.03
34275,0.41,Good,G,I1,63.8,56.0,467,4.7,4.74,3.01
23719,0.29,Very Good,E,VVS2,61.4,58.0,633,4.25,4.31,2.63
17683,1.02,Premium,G,VS1,61.0,61.0,7129,6.58,6.53,4.0
22616,1.5,Premium,H,VS2,60.6,61.0,10668,7.34,7.31,4.44
47539,0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3.26
414,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77
30220,0.33,Premium,E,VS2,60.6,60.0,723,4.43,4.48,2.7
47906,0.53,Ideal,G,VVS2,62.5,54.0,1914,5.21,5.19,3.25
43495,0.54,Good,G,VS2,63.2,55.0,1422,5.15,5.2,3.27
3002,0.81,Ideal,F,SI2,62.1,56.0,3303,5.95,6.0,3.71
28741,0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62
14254,1.0,Premium,D,SI1,60.3,59.0,5775,6.44,6.47,3.89
7256,1.01,Ideal,F,SI2,60.8,55.0,4197,6.52,6.48,3.95
16170,1.34,Premium,G,SI2,61.7,58.0,6464,7.04,7.1,4.36
2753,0.9,Very Good,H,SI2,59.6,59.0,3250,6.38,6.24,3.76
41398,0.42,Ideal,F,VVS1,61.5,56.0,1223,4.85,4.87,2.99
35514,0.35,Ideal,E,VVS1,61.9,56.0,905,4.53,4.55,2.81
9038,0.36,Ideal,I,VS1,62.0,54.0,587,4.58,4.61,2.85
18611,1.36,Premium,I,VS1,62.0,59.0,7592,7.1,7.06,4.39
19086,1.02,Very Good,G,VVS1,62.1,59.0,7861,6.36,6.39,3.96
3541,1.01,Premium,I,SI2,61.6,59.0,3411,6.4,6.35,3.93
32536,0.27,Premium,E,VVS2,59.0,59.0,799,4.27,4.24,2.51
32413,0.41,Good,D,SI1,63.1,59.0,791,4.7,4.71,2.97
14002,1.2,Premium,I,VS2,62.6,58.0,5699,6.77,6.72,4.22
46441,0.53,Ideal,E,VS1,60.4,57.0,1772,5.27,5.26,3.18
37357,0.4,Very Good,G,VVS2,62.5,60.0,982,4.65,4.7,2.92
18113,1.05,Ideal,H,IF,61.2,55.0,7329,6.62,6.59,4.04
1909,0.82,Premium,F,SI1,61.1,60.0,3080,6.02,5.96,3.66
25134,2.01,Very Good,I,SI1,61.8,62.0,13691,7.98,8.07,4.96
10576,1.02,Ideal,H,SI1,58.8,57.0,4819,6.66,6.6,3.9
20793,1.52,Very Good,D,SI2,61.2,63.0,9030,7.39,7.31,4.5
43710,0.51,Ideal,I,VS2,61.1,56.0,1437,5.16,5.18,3.16
31061,0.27,Premium,E,VVS2,61.8,59.0,752,4.18,4.14,2.57
25883,2.01,Good,I,SI1,58.5,62.0,14998,8.24,8.31,4.84
48938,0.53,Ideal,F,VVS2,62.3,56.0,2045,5.24,5.2,3.25
17175,1.31,Good,H,SI1,57.9,62.0,6857,7.18,7.25,4.18
22387,1.11,Ideal,F,VVS1,61.9,57.0,10412,6.62,6.66,4.11
9541,1.17,Ideal,J,VS2,62.1,56.0,4619,6.8,6.75,4.21
11484,1.11,Good,D,SI2,58.0,62.0,5015,6.77,6.81,3.94
49377,0.5,Ideal,E,VS2,60.5,56.0,2100,5.18,5.16,3.13
41150,0.6,Fair,G,SI1,65.7,55.0,1197,5.31,5.23,3.46
1661,0.9,Very Good,J,VS2,63.1,59.0,3024,6.09,6.05,3.83
30614,0.34,Very Good,F,SI2,61.7,61.0,447,4.44,4.48,2.75
8399,0.3,Very Good,E,VS2,61.6,61.0,585,4.26,4.31,2.64
19766,1.2,Ideal,F,VS2,62.3,55.0,8334,6.79,6.83,4.24
51360,0.72,Fair,D,SI1,65.6,60.0,2364,5.62,5.54,3.66
1656,0.65,Ideal,E,VVS2,62.1,57.0,3023,5.55,5.6,3.46
28518,0.32,Very Good,I,IF,61.9,59.0,673,4.37,4.39,2.71
2122,0.77,Ideal,G,VS1,62.4,54.0,3121,5.93,5.89,3.69
2166,0.82,Ideal,E,SI2,62.6,55.0,3131,5.94,5.98,3.73
15127,1.02,Good,G,VS2,63.8,59.0,6080,6.34,6.27,4.02
48916,0.54,Ideal,E,VS1,62.0,56.0,2041,5.25,5.17,3.23
29880,0.3,Very Good,D,VS2,62.8,59.0,710,4.26,4.28,2.68
488,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51
40535,0.39,Ideal,F,VVS1,61.7,57.0,1148,4.68,4.71,2.89
36332,0.32,Premium,G,VVS2,61.6,60.0,936,4.4,4.37,2.7
27930,0.35,Good,H,SI2,63.2,61.0,429,4.47,4.49,2.83
20261,1.53,Premium,G,SI2,58.7,59.0,8688,7.51,7.45,4.39
48342,0.58,Ideal,H,VVS1,62.1,53.6,1961,5.35,5.38,3.34
9203,0.91,Fair,E,VS2,61.8,66.0,4550,6.11,6.09,3.77
2980,0.77,Premium,G,VVS2,60.8,59.0,3299,5.96,5.92,3.61
6125,1.21,Fair,J,SI2,64.6,59.0,3984,6.74,6.64,4.32
47997,0.37,Good,H,SI1,63.2,57.0,533,4.54,4.58,2.88
45172,0.53,Very Good,G,VS1,59.6,58.0,1655,5.24,5.31,3.15
40932,0.3,Ideal,E,SI1,62.1,56.0,499,4.31,4.36,2.69
33117,0.31,Ideal,G,VVS1,62.5,57.0,816,4.31,4.36,2.71
51141,0.91,Good,E,I1,57.7,63.0,2342,6.35,6.3,3.65
50055,0.6,Ideal,F,VS1,61.9,55.0,2201,5.4,5.42,3.35
7399,0.33,Premium,I,VVS2,62.2,59.0,579,4.41,4.47,2.76
37767,0.41,Premium,E,VS2,61.3,58.0,999,4.79,4.74,2.92
34084,0.36,Ideal,D,VS2,61.5,57.0,852,4.56,4.58,2.81
33946,0.31,Ideal,H,SI1,62.4,55.0,464,4.31,4.35,2.7
51800,0.7,Premium,H,VS2,60.7,59.0,2415,5.68,5.66,3.44
10824,0.84,Very Good,D,VS1,60.1,58.0,4869,6.12,6.15,3.69
19920,1.0,Very Good,F,VVS2,63.2,56.0,8467,6.42,6.37,4.04
42329,0.6,Ideal,I,SI1,60.7,58.0,1295,5.43,5.45,3.3
23217,1.14,Ideal,F,VVS1,60.1,60.0,11226,6.79,6.83,4.09
27352,2.39,Very Good,J,VS1,59.6,60.0,17920,8.71,8.77,5.21
2349,0.7,Ideal,G,VS2,62.7,54.0,3172,5.65,5.7,3.65
45735,0.5,Premium,E,VS2,60.7,59.0,1699,5.13,5.11,3.11
22254,1.59,Very Good,I,VS2,61.1,58.6,10309,7.49,7.53,4.59
29101,0.34,Premium,I,VS1,61.0,60.0,689,4.51,4.48,2.74
32555,0.32,Ideal,F,VVS2,61.2,57.0,800,4.42,4.44,2.71
11292,1.01,Ideal,H,SI1,62.3,55.0,4977,6.43,6.37,3.99
33379,0.41,Ideal,G,VS2,62.5,54.0,827,4.75,4.78,2.98
20345,1.15,Ideal,F,VVS2,62.1,55.0,8743,6.69,6.74,4.17
53528,0.74,Ideal,I,VS1,62.5,56.0,2690,5.76,5.8,3.61
38889,0.4,Ideal,G,VS1,62.3,57.0,1050,4.73,4.68,2.93
35096,0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69
22036,0.31,Premium,H,VS2,59.7,61.0,628,4.42,4.39,2.63
4569,0.8,Ideal,E,VS2,62.2,57.0,3648,5.95,5.98,3.71
39750,0.3,Ideal,D,VVS1,62.1,56.0,1094,4.32,4.31,2.68
41069,0.51,Ideal,H,SI1,59.9,56.0,1192,5.19,5.23,3.12
23577,1.5,Premium,F,SI1,61.4,59.0,11588,7.34,7.31,4.5
19540,1.42,Ideal,I,VS2,60.4,55.0,8173,7.28,7.38,4.43
18928,1.06,Ideal,F,VS2,61.1,57.0,7776,6.6,6.57,4.03
10888,1.02,Ideal,G,SI1,60.5,59.0,4882,6.55,6.51,3.95
43880,0.59,Very Good,F,SI1,62.4,59.0,1452,5.33,5.37,3.34
20025,0.32,Good,F,SI2,63.8,55.0,421,4.34,4.35,2.77
38789,0.31,Ideal,G,VVS1,60.7,57.0,1046,4.4,4.37,2.66
50770,0.71,Premium,I,VS2,62.8,59.0,2300,5.67,5.64,3.55
48359,0.56,Ideal,D,VS2,62.2,56.0,1963,5.24,5.28,3.27
27214,1.57,Ideal,E,VS2,60.5,57.0,17548,7.53,7.57,4.57
13721,0.41,Ideal,F,SI2,62.6,57.0,603,4.68,4.77,2.96
12702,0.26,Very Good,E,VVS1,62.9,58.0,599,4.06,4.08,2.56
46429,0.54,Premium,D,SI1,58.3,61.0,1770,5.38,5.32,3.12
19988,1.29,Premium,G,VS2,61.9,58.0,8530,7.02,6.97,4.33
23691,1.5,Very Good,D,SI1,61.0,61.0,11756,7.28,7.32,4.45
41801,0.5,Very Good,F,SI1,62.7,59.0,1250,5.04,5.07,3.17
27172,2.0,Premium,I,VS1,61.1,58.0,17436,8.11,8.08,4.95
35998,0.42,Premium,G,VS1,60.5,59.0,921,4.79,4.83,2.91
48308,0.39,Ideal,I,SI1,62.4,54.0,534,4.67,4.69,2.92
23640,1.51,Premium,F,SI1,60.9,61.0,11666,7.32,7.3,4.45
4803,1.01,Good,J,SI1,63.6,54.0,3699,6.44,6.36,4.07
15369,0.3,Premium,F,VS2,62.5,58.0,605,4.26,4.28,2.67
15331,1.51,Fair,I,SI2,66.0,57.0,6156,7.14,7.0,4.7
21472,1.32,Ideal,H,VVS2,62.0,54.0,9571,7.05,7.06,4.37
8837,1.02,Premium,E,SI2,60.5,58.0,4478,6.58,6.54,3.97
13340,1.05,Ideal,G,VS2,61.1,57.0,5504,6.55,6.52,3.99
8491,0.9,Very Good,D,SI1,59.5,57.0,4419,6.19,6.34,3.73
18468,1.5,Premium,J,SI1,61.2,61.0,7518,7.43,7.37,4.53
15607,1.21,Premium,E,SI1,60.0,60.0,6261,7.01,6.92,4.18
49111,0.57,Ideal,F,VS1,61.4,55.0,2065,5.38,5.39,3.3
5804,0.71,Ideal,G,VVS2,61.5,57.0,3909,5.74,5.78,3.54
26166,1.21,Ideal,F,IF,62.8,56.0,15497,6.75,6.84,4.27
13434,1.2,Very Good,G,SI2,61.7,59.0,5518,6.81,6.86,4.22
20104,1.37,Premium,H,VS1,60.9,59.0,8577,7.24,7.17,4.39
24190,2.09,Premium,F,SI2,61.2,57.0,12377,8.26,8.21,5.04
19961,1.4,Premium,G,SI1,62.5,58.0,8511,7.12,7.06,4.43
15823,1.26,Ideal,J,VS1,62.2,58.0,6332,6.88,6.92,4.29
49579,0.83,Fair,H,SI2,65.1,59.0,2133,5.84,5.81,3.79
662,0.73,Ideal,H,VVS2,61.6,56.0,2846,5.79,5.84,3.58
27861,0.31,Ideal,I,IF,61.3,57.0,652,4.34,4.4,2.68
35770,0.4,Very Good,E,VS2,62.9,55.0,912,4.72,4.73,2.97
27730,2.08,Ideal,H,SI1,58.7,60.0,18760,8.36,8.4,4.92
39770,0.36,Ideal,D,VS2,61.8,56.0,1094,4.6,4.56,2.83
1782,0.66,Ideal,D,VVS2,61.6,57.0,3049,5.64,5.57,3.45
44911,0.53,Very Good,F,VS2,61.9,58.0,1631,5.17,5.2,3.21
33761,0.4,Very Good,G,SI1,63.4,58.0,840,4.71,4.66,2.97
22796,1.51,Very Good,H,VS2,63.5,60.0,10822,7.27,7.24,4.61
4909,0.7,Very Good,E,VVS1,60.9,59.0,3724,5.67,5.81,3.5
52987,0.74,Ideal,E,SI2,60.9,57.0,2594,5.83,5.89,3.57
12425,1.02,Premium,H,VS2,61.8,58.0,5241,6.49,6.43,3.99
10380,0.29,Fair,D,VS2,64.7,62.0,592,4.14,4.11,2.67
41007,0.41,Very Good,E,VVS1,61.2,62.0,1184,4.76,4.78,2.92
33120,0.31,Premium,E,VVS2,61.9,58.0,816,4.35,4.38,2.7
16155,1.04,Ideal,G,VS2,62.0,57.0,6458,6.5,6.49,4.03
17957,1.01,Very Good,F,VS2,62.8,57.0,7258,6.34,6.44,4.01
51174,0.34,Ideal,D,IF,59.8,57.0,2346,4.59,4.57,2.74
2739,0.76,Ideal,D,VS2,63.0,56.0,3248,5.83,5.79,3.66
6477,1.01,Premium,E,SI2,62.8,57.0,4054,6.41,6.36,4.01
1509,0.81,Very Good,G,VS2,63.1,58.0,2994,5.88,5.84,3.7
871,0.7,Very Good,D,SI1,60.2,60.0,2872,5.75,5.82,3.48
15807,1.2,Ideal,I,VS1,62.1,57.0,6324,6.84,6.8,4.23
6809,1.02,Ideal,I,SI2,61.8,57.0,4118,6.44,6.46,3.99
48664,0.53,Ideal,G,VVS1,61.4,57.0,2001,5.18,5.21,3.19
20809,1.91,Premium,G,SI2,61.9,58.0,9038,7.9,7.84,4.87
28633,0.23,Premium,H,VS1,59.4,61.0,434,4.05,4.0,2.39
4972,0.73,Ideal,D,VS2,62.6,55.0,3735,5.71,5.76,3.59
49996,0.58,Fair,E,VS1,57.9,56.0,2192,5.52,5.49,3.19
39168,0.4,Ideal,J,IF,62.4,56.0,1063,4.74,4.71,2.95
29937,0.34,Very Good,E,SI1,63.3,57.0,714,4.47,4.44,2.82
4005,0.9,Very Good,F,SI2,60.3,57.0,3519,6.27,6.34,3.8
48463,0.61,Premium,D,SI1,62.3,58.0,1976,5.45,5.4,3.38
29276,0.31,Premium,I,VVS2,61.6,59.0,698,4.33,4.31,2.66
3977,0.73,Very Good,E,VVS2,63.4,58.0,3511,5.68,5.7,3.61
15033,0.3,Very Good,H,VVS2,62.9,57.0,605,4.28,4.31,2.7
8203,0.51,Fair,F,VVS2,60.7,66.0,4368,5.21,5.11,3.13
10985,1.01,Good,E,SI1,63.1,60.0,4912,6.34,6.37,4.01
7426,1.01,Very Good,G,SI2,63.3,56.0,4228,6.26,6.33,3.99
45604,0.61,Ideal,D,SI2,59.9,57.0,1690,5.55,5.53,3.32
7785,0.72,Ideal,E,VVS2,62.1,56.0,4285,5.72,5.77,3.57
28706,0.38,Ideal,H,VS2,61.9,56.0,680,4.63,4.68,2.88
14074,1.03,Ideal,E,SI1,62.0,53.0,5710,6.5,6.47,4.02
19417,1.17,Ideal,F,VS2,61.8,55.0,8072,6.81,6.74,4.19
43114,0.52,Ideal,H,VS2,62.0,57.0,1385,5.12,5.08,3.16
46889,0.47,Ideal,G,IF,62.1,54.0,1814,4.99,5.02,3.11
19336,1.2,Ideal,H,VS1,61.1,58.0,8039,6.84,6.88,4.19
28205,0.38,Very Good,G,SI1,59.5,62.0,666,4.67,4.71,2.79
4567,0.93,Premium,H,SI1,62.8,58.0,3646,6.24,6.21,3.91
29777,0.3,Premium,I,VVS1,62.6,60.0,709,4.28,4.25,2.67
29681,0.35,Ideal,F,SI1,61.1,56.0,707,4.56,4.58,2.79
5897,0.9,Ideal,G,SI1,62.2,56.0,3931,6.2,6.14,3.84
31066,0.33,Very Good,G,VVS2,61.2,57.0,752,4.42,4.44,2.71
11047,0.31,Ideal,H,SI1,61.9,56.0,595,4.38,4.35,2.7
45476,0.76,Premium,G,SI2,58.8,59.0,1676,5.97,5.93,3.5
6547,1.01,Good,H,SI2,63.7,55.0,4072,6.37,6.32,4.04
33501,0.32,Very Good,F,VS2,63.4,57.0,828,4.36,4.32,2.75
14035,1.05,Ideal,H,SI1,60.8,56.0,5704,6.62,6.58,4.01
52585,0.79,Good,D,SI2,63.9,56.0,2539,5.89,5.84,3.75
46883,0.7,Premium,I,VS2,61.0,59.0,1814,5.71,5.66,3.47
6739,0.36,Ideal,G,VS2,62.3,54.0,579,4.59,4.62,2.87
15793,1.69,Premium,I,I1,62.4,60.0,6320,7.56,7.59,4.73
12937,1.09,Premium,F,SI1,60.9,59.0,5384,6.64,6.59,4.03
26881,2.05,Very Good,F,SI2,59.5,58.0,16819,8.26,8.3,4.93
15268,1.2,Premium,H,SI1,62.1,58.0,6129,6.77,6.72,4.19
8110,1.01,Premium,H,VS2,58.1,60.0,4348,6.61,6.55,3.82
5469,0.91,Fair,F,VS2,66.8,58.0,3837,5.95,5.97,3.98
30567,0.31,Ideal,D,VS2,61.8,55.0,734,4.33,4.37,2.69
18345,1.01,Premium,F,VS1,62.5,58.0,7465,6.37,6.42,4.0
26308,1.28,Premium,E,IF,59.8,59.0,15806,7.1,7.07,4.24
31901,0.3,Good,G,VS1,63.6,55.0,776,4.31,4.27,2.73
29940,0.31,Ideal,G,SI1,61.3,58.0,443,4.37,4.4,2.69
33629,0.33,Very Good,H,SI1,63.0,56.0,463,4.41,4.42,2.78
25341,1.58,Ideal,F,VS2,60.0,57.0,14044,7.58,7.52,4.53
38013,0.5,Good,G,SI2,63.8,57.0,1009,4.98,5.02,3.19
52323,0.7,Premium,G,VS1,59.3,62.0,2496,5.8,5.74,3.42
28624,0.33,Ideal,H,SI2,61.3,55.0,433,4.48,4.49,2.75
19946,2.34,Premium,I,I1,61.5,60.0,8491,8.47,8.43,5.2
3191,0.78,Premium,F,VS1,60.6,57.0,3342,6.0,5.95,3.62
14756,1.01,Premium,D,SI1,61.6,58.0,5939,6.47,6.42,3.97
47668,0.31,Good,G,VS2,64.4,54.0,531,4.24,4.29,2.75
47626,0.75,Premium,F,SI2,59.8,60.0,1881,5.96,5.92,3.55
43181,0.59,Very Good,I,VS2,63.4,56.0,1391,5.37,5.33,3.39
31998,0.3,Ideal,G,VS1,62.3,56.0,776,4.32,4.29,2.68
36417,0.31,Ideal,D,VS2,61.5,56.0,942,4.36,4.35,2.68
8641,1.06,Premium,I,SI1,61.9,57.0,4452,6.61,6.51,4.06
8853,1.0,Fair,E,VS2,66.4,51.0,4480,6.31,6.22,4.16
33776,0.35,Very Good,F,VS1,60.3,58.6,842,4.56,4.59,2.76
53104,0.57,Ideal,E,VVS2,62.3,54.0,2615,5.3,5.35,3.32
8432,0.9,Premium,D,SI1,61.4,62.0,4407,6.19,6.05,3.76
17377,0.34,Premium,H,SI1,62.1,59.0,612,4.5,4.46,2.78
8472,1.01,Premium,F,SI2,62.6,60.0,4416,6.35,6.37,3.98
6097,1.0,Fair,F,SI2,59.3,66.0,3975,6.44,6.51,3.84
24741,1.2,Ideal,F,VVS1,61.1,55.0,13088,6.86,6.89,4.2
14638,1.13,Ideal,H,SI1,61.9,60.0,5911,6.63,6.65,4.11
53023,0.78,Very Good,H,SI1,63.1,58.0,2600,5.85,5.88,3.7
2044,0.32,Premium,H,VS1,61.3,60.0,561,4.33,4.38,2.67
6867,0.91,Premium,H,VS2,61.9,59.0,4128,6.23,6.18,3.84
21604,1.07,Ideal,G,VVS1,61.4,55.0,9703,6.59,6.66,4.06
38395,0.39,Premium,G,VVS2,60.7,61.0,1024,4.73,4.7,2.86
9893,1.0,Very Good,E,SI2,59.6,62.0,4685,6.45,6.51,3.86
51275,0.72,Ideal,H,SI1,61.8,54.0,2359,5.76,5.8,3.57
19137,1.26,Premium,D,SI1,59.5,59.0,7903,7.13,7.06,4.22
31451,0.34,Ideal,G,VS2,61.1,55.0,765,4.55,4.52,2.77
44121,0.5,Ideal,E,VS2,62.3,57.0,1559,5.04,5.08,3.15
11414,1.24,Ideal,F,SI2,60.0,56.0,5000,7.03,7.0,4.21
40925,0.3,Ideal,E,SI1,62.1,58.0,499,4.27,4.29,2.66
3236,0.9,Good,I,VS2,58.5,66.0,3353,6.23,6.25,3.65
12277,1.2,Very Good,I,SI1,62.9,57.0,5211,6.73,6.78,4.25
13273,1.06,Premium,E,SI1,62.0,61.0,5485,6.55,6.51,4.05
48130,0.9,Fair,G,I1,65.1,58.0,1939,6.05,5.99,3.92
1641,0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14
15211,1.01,Ideal,G,VS2,61.9,55.0,6108,6.49,6.46,4.01
17662,1.02,Ideal,D,VS1,62.7,55.0,7118,6.49,6.4,4.04
32251,0.36,Very Good,E,VS2,61.3,60.0,789,4.55,4.59,2.8
42451,0.5,Good,E,SI1,63.8,55.0,1316,5.04,5.09,3.23
33270,0.32,Premium,H,SI1,60.9,60.0,461,4.4,4.43,2.69
13306,1.02,Good,D,SI1,63.3,58.0,5497,6.35,6.39,4.03
21704,0.31,Ideal,E,VS2,61.7,57.0,627,4.35,4.37,2.69
16488,1.2,Ideal,H,SI1,61.9,54.0,6588,6.83,6.9,4.25
20051,0.31,Very Good,G,VS1,62.9,58.0,625,4.3,4.35,2.72
15813,1.29,Ideal,J,SI1,61.6,57.0,6327,6.98,7.01,4.32
6107,1.0,Good,F,SI2,63.7,57.0,3977,6.36,6.32,4.04
37477,0.35,Ideal,H,IF,61.7,56.0,984,4.55,4.53,2.8
4215,0.9,Premium,D,SI1,61.7,56.0,3568,6.16,6.09,3.78
28586,0.3,Ideal,G,VS2,62.3,56.0,675,4.3,4.27,2.67
14013,1.01,Good,G,VS2,63.6,60.0,5701,6.35,6.3,4.02
24551,1.52,Ideal,G,VS2,61.1,57.0,12840,7.39,7.45,4.53
38001,0.43,Premium,G,VS1,61.0,58.0,1008,4.92,4.89,2.99
35010,0.4,Ideal,F,SI1,62.1,57.0,882,4.69,4.65,2.9
9561,1.1,Premium,E,SI2,60.9,60.0,4622,6.66,6.61,4.04
47875,0.52,Very Good,G,VVS2,61.8,59.0,1911,5.13,5.16,3.18
3855,0.72,Ideal,G,VS1,61.2,57.0,3478,5.76,5.79,3.53
28040,0.41,Fair,H,SI1,65.4,61.0,659,4.51,4.63,2.99
21541,1.52,Very Good,H,SI1,60.9,59.0,9642,7.43,7.49,4.54
45851,0.55,Ideal,F,VS2,61.4,56.0,1715,5.28,5.31,3.25
10238,1.02,Ideal,H,SI1,62.5,57.0,4746,6.41,6.46,4.02
8749,1.02,Ideal,E,SI2,61.6,56.0,4465,6.48,6.55,3.99
28027,0.3,Premium,F,VS1,60.5,60.0,658,4.29,4.31,2.6
51165,0.51,Premium,F,VS1,60.2,58.0,2346,5.25,5.21,3.15
43481,0.5,Premium,E,VS2,61.8,59.0,1420,5.07,5.02,3.12
6903,0.82,Ideal,D,SI1,62.2,55.0,4135,5.97,5.99,3.72
17599,1.3,Very Good,I,VS2,61.8,56.0,7087,6.98,7.04,4.33
20093,1.57,Premium,G,SI2,61.1,61.0,8572,7.46,7.43,4.55
15487,1.01,Very Good,G,VS2,62.5,59.0,6204,6.34,6.37,3.97
1167,0.77,Very Good,H,VS1,63.3,57.0,2927,5.79,5.83,3.68
1454,0.71,Ideal,G,VVS2,62.5,58.0,2978,5.7,5.73,3.57
40569,0.52,Ideal,G,SI2,63.0,55.0,1151,5.14,5.12,3.23
7056,0.33,Premium,G,VS2,61.9,59.0,579,4.4,4.46,2.74
23774,2.45,Very Good,H,SI2,63.5,58.0,11830,8.7,8.58,5.49
48057,0.55,Premium,E,VS2,61.1,58.0,1928,5.28,5.3,3.23
2977,0.71,Ideal,G,VS2,61.8,56.0,3299,5.72,5.75,3.55
40369,0.46,Ideal,H,SI1,61.1,55.0,1130,4.97,5.01,3.05
20634,1.28,Ideal,H,VVS1,61.3,55.0,8928,7.01,7.06,4.31
52996,0.73,Ideal,I,VS1,61.1,56.0,2596,5.79,5.83,3.55
34751,0.41,Ideal,H,SI1,62.9,55.0,876,4.82,4.75,3.01
51553,1.02,Premium,G,I1,61.3,57.0,2387,6.47,6.35,3.93
44181,0.5,Very Good,E,VS2,62.4,57.0,1568,5.01,5.03,3.13
24331,2.02,Fair,I,SI2,64.5,60.0,12592,7.94,7.82,5.08
15732,1.11,Ideal,E,SI1,61.4,58.0,6291,6.66,6.62,4.08
34721,0.41,Ideal,I,VVS1,61.0,56.0,875,4.79,4.82,2.93
45011,0.62,Ideal,F,SI1,62.7,54.0,1637,5.47,5.53,3.45
16651,1.03,Ideal,G,VS1,63.0,56.0,6659,6.46,6.43,4.06
29023,0.31,Ideal,G,VVS2,60.8,56.0,687,4.41,4.44,2.69
50863,0.82,Very Good,J,SI1,62.9,57.0,2313,5.88,5.94,3.72
46408,0.52,Ideal,H,VVS1,62.1,53.8,1767,5.17,5.19,3.21
28760,0.31,Ideal,E,VS2,60.9,57.0,680,4.34,4.36,2.65
17461,1.0,Very Good,E,VS1,61.2,57.0,7002,6.43,6.47,3.95
18765,1.7,Premium,H,SI2,62.1,56.0,7673,7.66,7.55,4.72
38139,0.3,Premium,G,VVS1,62.8,58.0,1013,4.3,4.27,2.69
53621,0.35,Premium,I,VS1,61.1,60.0,552,4.52,4.58,2.78
49853,0.71,Very Good,G,SI2,62.4,54.0,2171,5.72,5.76,3.58
30323,0.36,Very Good,G,VS1,61.2,60.0,726,4.56,4.59,2.8
10396,0.31,Very Good,G,SI1,63.1,59.0,593,4.33,4.29,2.72
40523,0.52,Ideal,E,SI2,61.8,57.0,1146,5.14,5.18,3.19
17421,1.03,Ideal,G,VS2,61.3,57.0,6981,6.51,6.54,4.0
33303,0.31,Very Good,D,VVS1,61.1,56.0,826,4.35,4.42,2.68
44824,0.39,Ideal,G,IF,60.1,57.0,1624,4.74,4.77,2.85
20571,1.21,Very Good,E,VS2,61.5,59.0,8886,6.82,6.88,4.21
33253,0.32,Ideal,E,VS1,61.8,56.0,825,4.4,4.43,2.73
45755,0.49,Fair,E,VVS2,65.5,58.0,1705,4.91,4.86,3.2
10127,1.11,Ideal,H,SI2,62.6,56.0,4719,6.58,6.65,4.14
36165,0.38,Ideal,D,VS2,63.0,54.0,929,4.61,4.66,2.92
24824,1.52,Very Good,F,VS2,60.9,56.0,13215,7.38,7.44,4.51
50281,0.3,Very Good,H,VS1,61.9,55.0,541,4.32,4.37,2.69
5045,0.4,Ideal,I,SI1,61.8,55.0,573,4.74,4.78,2.94
